source_sheet,SNP,CHR,BP,P,Base,Gene
gwas_wgs_prs_7E-4_SNPs,rs16855690,1,205477526,5.78645e-05,1,CDK18
gwas_wgs_prs_7E-4_SNPs,rs5767566,22,47574088,5.80404e-05,1,TBC1D22A
gwas_wgs_prs_7E-4_SNPs,rs2945988,19,37010552,5.81117e-05,1,ZNF260
gwas_wgs_prs_7E-4_SNPs,rs147738524,10,128615553,5.81791e-05,1,DOCK1
gwas_wgs_prs_7E-4_SNPs,3:147733048,3,147733048,5.89053e-05,1,NA
gwas_wgs_prs_7E-4_SNPs,rs4841082,8,6311456,5.89848e-05,1,MCPH1
gwas_wgs_prs_7E-4_SNPs,rs9853714,3,55072691,5.94974e-05,1,CACNA2D3
gwas_wgs_prs_7E-4_SNPs,rs57886565,17,17325863,5.95497e-05,1,AC073621.2
gwas_wgs_prs_7E-4_SNPs,rs2187155,11,124508345,5.95965e-05,1,SIAE
gwas_wgs_prs_7E-4_SNPs,rs6650899,3,44941977,5.95965e-05,1,TGM4
gwas_wgs_prs_7E-4_SNPs,rs2228972,5,108388206,5.96564e-05,1,FER
gwas_wgs_prs_7E-4_SNPs,rs325631,11,6193800,6.08282e-05,1,OR52B2
gwas_wgs_prs_7E-4_SNPs,rs72668200,13,111766627,6.11668e-05,1,ARHGEF7
gwas_wgs_prs_7E-4_SNPs,rs6491201,13,27879437,6.19789e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs603090,1,19066232,6.19917e-05,1,PAX7
gwas_wgs_prs_7E-4_SNPs,rs28700137,14,80379635,6.21595e-05,1,RP11-526N18.1
gwas_wgs_prs_7E-4_SNPs,rs1151681,1,247782547,6.21946e-05,1,RP11-978I15.10
gwas_wgs_prs_7E-4_SNPs,rs7871909,9,31105206,6.22004e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs34101249,16,90148721,6.25448e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs1327044,9,22205243,6.28866e-05,1,RP11-408N14.1
gwas_wgs_prs_7E-4_SNPs,rs8079387,17,43926777,6.32878e-05,1,AC217770.3
gwas_wgs_prs_7E-4_SNPs,rs8079387,17,43926777,6.32878e-05,1,SPPL2C
gwas_wgs_prs_7E-4_SNPs,rs4353538,18,37465728,6.38139e-05,1,RP11-636O21.1
gwas_wgs_prs_7E-4_SNPs,rs33987166,5,1296758,6.38922e-05,1,TERT
gwas_wgs_prs_7E-4_SNPs,rs4441808,4,139212420,6.39181e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs77165197,6,114420183,6.46271e-05,1,HS3ST5
gwas_wgs_prs_7E-4_SNPs,rs17878278,17,74000076,6.4641e-05,1,CDK3
gwas_wgs_prs_7E-4_SNPs,rs62516529,8,113748132,6.56407e-05,1,CSMD3
gwas_wgs_prs_7E-4_SNPs,rs62205074,20,58516865,6.6354e-05,1,FAM217B
gwas_wgs_prs_7E-4_SNPs,rs11190494,10,102137027,6.6632e-05,1,LINC00263
gwas_wgs_prs_7E-4_SNPs,rs62337200,5,10999683,6.67088e-05,1,CTNND2
gwas_wgs_prs_7E-4_SNPs,rs3742825,14,73705476,6.75947e-05,1,PAPLN
gwas_wgs_prs_7E-4_SNPs,rs191020764,3,24910288,6.76899e-05,1,AC133680.1
gwas_wgs_prs_7E-4_SNPs,rs142529739,20,48367165,6.77238e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs143771394,1,37001031,6.82209e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs138165622,10,127259671,6.84762e-05,1,TEX36-AS1
gwas_wgs_prs_7E-4_SNPs,rs7183895,15,55513712,6.86606e-05,1,RAB27A
gwas_wgs_prs_7E-4_SNPs,rs1274268,3,114342413,6.88216e-05,1,ZBTB20
gwas_wgs_prs_7E-4_SNPs,rs944607,9,133420181,6.93185e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs4766270,12,4784485,7.05564e-05,1,NDUFA9
gwas_wgs_prs_7E-4_SNPs,rs115696475,4,71205111,7.06145e-05,1,CABS1
gwas_wgs_prs_7E-4_SNPs,rs56010709,13,111509039,7.2284e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs73068161,7,13954604,7.25955e-05,1,ETV1
gwas_wgs_prs_7E-4_SNPs,rs28369574,5,133335129,7.27184e-05,1,VDAC1
gwas_wgs_prs_7E-4_SNPs,rs79879633,3,181293463,7.27228e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs116547736,5,32533455,7.34346e-05,1,SUB1
gwas_wgs_prs_7E-4_SNPs,rs139200098,6,75432328,7.35776e-05,1,RP11-554D15.3
gwas_wgs_prs_7E-4_SNPs,rs2981136,8,39919991,7.3717e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs351895,20,62879566,7.53502e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs11225179,11,102114675,7.57359e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs12127906,1,237190864,7.62003e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs74545462,1,219042897,7.62482e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs118114423,16,74684690,7.63604e-05,1,RFWD3
gwas_wgs_prs_7E-4_SNPs,rs17731406,20,59518564,7.66119e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs3135176,4,3267074,7.67699e-05,1,MSANTD1
gwas_wgs_prs_7E-4_SNPs,rs8077021,17,45139303,7.6991e-05,1,RP11-156P1.3
gwas_wgs_prs_7E-4_SNPs,rs7742761,6,52585133,7.78828e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs4594709,4,148851456,7.85946e-05,1,ARHGAP10
gwas_wgs_prs_7E-4_SNPs,rs12419365,11,118112332,7.92245e-05,1,MPZL3
gwas_wgs_prs_7E-4_SNPs,rs6563423,13,85542663,7.95868e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs2325103,6,88954082,7.99405e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs4811028,20,48934351,8.02159e-05,1,RP11-290F20.2
gwas_wgs_prs_7E-4_SNPs,rs113222110,7,42310198,8.04036e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs145885387,5,28438809,8.04143e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs76813314,12,42977866,8.05225e-05,1,PRICKLE1
gwas_wgs_prs_7E-4_SNPs,rs74886016,16,90115430,8.0594e-05,1,GAS8
gwas_wgs_prs_7E-4_SNPs,rs75647405,13,86659491,8.06775e-05,1,RP11-30L8.1
gwas_wgs_prs_7E-4_SNPs,rs191085191,9,84669998,8.0713e-05,1,SPATA31B1
gwas_wgs_prs_7E-4_SNPs,rs9973741,2,113853381,8.09101e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs71389435,16,29907027,8.12699e-05,1,SEZ6L2
gwas_wgs_prs_7E-4_SNPs,rs62354543,5,36432895,8.19618e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs184123692,9,30821785,8.19954e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs13027236,2,169520026,8.2301e-05,1,CERS6
gwas_wgs_prs_7E-4_SNPs,rs113812086,1,223721224,8.2337e-05,1,CAPN8
gwas_wgs_prs_7E-4_SNPs,rs854793,17,18030524,8.35204e-05,1,MYO15A
gwas_wgs_prs_7E-4_SNPs,rs74516767,6,74996347,8.39838e-05,1,RP11-554D15.1
gwas_wgs_prs_7E-4_SNPs,rs4810223,20,59745796,8.43003e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs6970401,7,124983020,8.43398e-05,1,RP11-3B12.2
gwas_wgs_prs_7E-4_SNPs,rs111321602,11,109091857,8.44165e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs12187674,5,94971549,8.44271e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs321951,19,52854241,8.44557e-05,1,ZNF610
gwas_wgs_prs_7E-4_SNPs,rs73037339,5,5957914,8.47637e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs10268984,7,98963340,8.48846e-05,1,ARPC1A
gwas_wgs_prs_7E-4_SNPs,rs11159842,14,88633195,8.52724e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs6500727,16,5868266,8.52724e-05,1,RP11-420N3.2
gwas_wgs_prs_7E-4_SNPs,rs11770274,7,37469073,8.52837e-05,1,ELMO1
gwas_wgs_prs_7E-4_SNPs,rs17007563,2,72111942,8.70151e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs11083093,18,22393283,8.72139e-05,1,RP11-449D8.5
gwas_wgs_prs_7E-4_SNPs,rs73263867,7,20985926,8.74756e-05,1,LINC01162
gwas_wgs_prs_7E-4_SNPs,rs10074495,5,34377701,8.84329e-05,1,RP11-1325J9.1
gwas_wgs_prs_7E-4_SNPs,rs117744932,15,34199022,8.86686e-05,1,AVEN
gwas_wgs_prs_7E-4_SNPs,rs11671413,19,3811150,8.86906e-05,1,ZFR2
gwas_wgs_prs_7E-4_SNPs,rs8069437,17,44906949,8.87984e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs150574933,20,49973363,8.91421e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs601878,20,48498719,8.94372e-05,1,SLC9A8
gwas_wgs_prs_7E-4_SNPs,rs59049683,6,76150373,8.96817e-05,1,FILIP1
gwas_wgs_prs_7E-4_SNPs,rs72722911,5,3365817,9.00727e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs3743157,15,85680532,9.01079e-05,1,PDE8A
gwas_wgs_prs_7E-4_SNPs,rs147797166,8,53901381,9.10294e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs79414420,2,206723675,9.12293e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs10458242,6,157705417,9.15823e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs1052053,1,156202173,9.15963e-05,1,PMF1
gwas_wgs_prs_7E-4_SNPs,rs336607,3,18659119,9.19227e-05,1,AC144521.1
gwas_wgs_prs_7E-4_SNPs,rs1400175,3,77205,9.20889e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs11150136,16,79158556,9.23385e-05,1,WWOX
gwas_wgs_prs_7E-4_SNPs,rs11102362,1,112496701,9.33417e-05,1,KCND3
gwas_wgs_prs_7E-4_SNPs,rs11083980,19,50118614,9.34855e-05,1,PRR12
gwas_wgs_prs_7E-4_SNPs,rs7364112,21,30548968,9.35054e-05,1,MAP3K7CL
gwas_wgs_prs_7E-4_SNPs,rs75667367,3,147081149,9.37043e-05,1,RP11-649A16.1
gwas_wgs_prs_7E-4_SNPs,rs9397724,6,154803684,9.38616e-05,1,CNKSR3
gwas_wgs_prs_7E-4_SNPs,rs319329,7,95548031,9.47448e-05,1,DYNC1I1
gwas_wgs_prs_7E-4_SNPs,rs10462819,5,6523661,9.5268e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs11048697,12,26982939,9.53698e-05,1,ITPR2
gwas_wgs_prs_7E-4_SNPs,rs10003749,4,182113280,9.55281e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs2494930,1,69562031,9.65464e-05,1,RP11-424D14.1
gwas_wgs_prs_7E-4_SNPs,rs139002703,7,75279833,9.75077e-05,1,HIP1
gwas_wgs_prs_7E-4_SNPs,rs59507033,2,213878375,9.77256e-05,1,IKZF2
gwas_wgs_prs_7E-4_SNPs,rs12107159,3,149466594,9.805e-05,1,COMMD2
gwas_wgs_prs_7E-4_SNPs,rs17506661,1,182178161,9.81097e-05,1,GS1-122H1.2
gwas_wgs_prs_7E-4_SNPs,rs112297877,17,43275949,9.82902e-05,1,CTD-2020K17.1
gwas_wgs_prs_7E-4_SNPs,rs2001709,2,140723496,9.83063e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs11240596,1,205901287,9.85572e-05,1,SLC26A9
gwas_wgs_prs_7E-4_SNPs,rs2615542,4,104066461,9.85666e-05,1,CENPE
gwas_wgs_prs_7E-4_SNPs,rs3095695,5,157399969,9.92918e-05,1,RNU2-48P
gwas_wgs_prs_7E-4_SNPs,4:180396950,4,180396950,9.96044e-05,1,NA
gwas_wgs_prs_7E-4_SNPs,rs1851741,9,110501437,9.99605e-05,1,-
gwas_wgs_prs_7E-4_SNPs,rs7627288,3,63599188,9.99605e-05,1,SYNPR
gwas_wgs_prs_7E-4_SNPs,rs923077,12,129276708,0.00010002,1,SLC15A4
gwas_wgs_prs_7E-4_SNPs,rs7730878,5,1228719,0.000100559,1,SLC6A18
gwas_wgs_prs_7E-4_SNPs,rs1331999,9,1499641,0.000100706,1,-
gwas_wgs_prs_7E-4_SNPs,rs187507188,4,174504469,0.000100827,1,HAND2-AS1
gwas_wgs_prs_7E-4_SNPs,rs75686622,6,76806921,0.000101052,1,RNU6-248P
gwas_wgs_prs_7E-4_SNPs,rs112725334,6,143990915,0.000102514,1,PHACTR2
gwas_wgs_prs_7E-4_SNPs,rs45583334,3,8924888,0.000102687,1,RAD18
gwas_wgs_prs_7E-4_SNPs,rs28455570,8,144993069,0.000103816,1,PLEC
gwas_wgs_prs_7E-4_SNPs,rs1401702,2,12726543,0.000103821,1,-
gwas_wgs_prs_7E-4_SNPs,rs118135221,9,7726374,0.000104502,1,-
gwas_wgs_prs_7E-4_SNPs,rs147786161,12,122583781,0.000104865,1,MLXIP
gwas_wgs_prs_7E-4_SNPs,rs188764189,16,63024185,0.000105068,1,-
gwas_wgs_prs_7E-4_SNPs,rs137928860,12,56970939,0.000105959,1,RBMS2
gwas_wgs_prs_7E-4_SNPs,rs9918592,7,92961612,0.000107102,1,CCDC132
gwas_wgs_prs_7E-4_SNPs,rs730359,5,122423702,0.000107614,1,PRDM6
gwas_wgs_prs_7E-4_SNPs,rs9558130,13,104274429,0.000107887,1,-
gwas_wgs_prs_7E-4_SNPs,rs12052338,2,77871961,0.00010793,1,-
gwas_wgs_prs_7E-4_SNPs,rs4667485,2,166219745,0.000108043,1,SCN2A
gwas_wgs_prs_7E-4_SNPs,rs149399048,4,89561204,0.000109274,1,HERC3
gwas_wgs_prs_7E-4_SNPs,rs143368927,5,169542524,0.000109503,1,-
gwas_wgs_prs_7E-4_SNPs,rs72797416,16,79174768,0.000109777,1,WWOX
gwas_wgs_prs_7E-4_SNPs,rs2901089,10,92445650,0.000109915,1,-
gwas_wgs_prs_7E-4_SNPs,rs8018809,14,93031414,0.000110074,1,RIN3
gwas_wgs_prs_7E-4_SNPs,rs4233887,2,11015994,0.000110643,1,RP11-245G13.2
gwas_wgs_prs_7E-4_SNPs,rs79589984,8,37083154,0.000112197,1,-
gwas_wgs_prs_7E-4_SNPs,rs147457310,5,902675,0.000112272,1,TRIP13
gwas_wgs_prs_7E-4_SNPs,rs1959643,14,20511264,0.000112705,1,OR4U1P
gwas_wgs_prs_7E-4_SNPs,rs77552159,19,49968360,0.000112962,1,ALDH16A1
gwas_wgs_prs_7E-4_SNPs,rs79542445,2,5895942,0.000113236,1,-
gwas_wgs_prs_7E-4_SNPs,rs62238222,3,11073869,0.000113608,1,SLC6A1
gwas_wgs_prs_7E-4_SNPs,rs10738052,6,168734315,0.00011432,1,-
gwas_wgs_prs_7E-4_SNPs,rs79473171,2,61692881,0.000114537,1,USP34
gwas_wgs_prs_7E-4_SNPs,rs10837857,11,1645885,0.000114988,1,KRTAP5-4
gwas_wgs_prs_7E-4_SNPs,rs58770036,16,79886245,0.000116552,1,-
gwas_wgs_prs_7E-4_SNPs,rs306492,19,56478832,0.000116707,1,NLRP8
gwas_wgs_prs_7E-4_SNPs,rs149844647,6,96832389,0.000116728,1,UFL1-AS1
gwas_wgs_prs_7E-4_SNPs,rs12446021,16,66657495,0.000116782,1,CMTM4
gwas_wgs_prs_7E-4_SNPs,rs13299670,9,137842881,0.000116887,1,-
gwas_wgs_prs_7E-4_SNPs,rs894961,2,55347472,0.000119108,1,-
gwas_wgs_prs_7E-4_SNPs,rs2368042,3,193820987,0.000119598,1,RP11-135A1.3
gwas_wgs_prs_7E-4_SNPs,rs62567125,9,82800347,0.000120368,1,-
gwas_wgs_prs_7E-4_SNPs,rs2002872,7,36122982,0.000122112,1,PP13004
gwas_wgs_prs_7E-4_SNPs,rs7536059,1,15427535,0.00012408,1,KAZN
gwas_wgs_prs_7E-4_SNPs,rs116753436,1,151258314,0.000124257,1,RP11-126K1.2
gwas_wgs_prs_7E-4_SNPs,rs6576874,1,87675036,0.000124582,1,-
gwas_wgs_prs_7E-4_SNPs,rs78184124,2,83601234,0.00012474,1,-
gwas_wgs_prs_7E-4_SNPs,rs11990135,8,16654986,0.00012511,1,RP11-13N12.1
gwas_wgs_prs_7E-4_SNPs,rs62444249,7,2562874,0.000125438,1,LFNG
gwas_wgs_prs_7E-4_SNPs,rs10963500,9,1826830,0.000126134,1,-
gwas_wgs_prs_7E-4_SNPs,rs62479890,7,125201843,0.000126744,1,-
gwas_wgs_prs_7E-4_SNPs,rs77875753,5,163731541,0.000126925,1,CTC-340A15.2
gwas_wgs_prs_7E-4_SNPs,rs112291348,13,93708678,0.000127908,1,LINC00363
gwas_wgs_prs_7E-4_SNPs,rs117385170,13,90165957,0.000128689,1,-
gwas_wgs_prs_7E-4_SNPs,rs16940430,18,21591022,0.000128779,1,TTC39C
gwas_wgs_prs_7E-4_SNPs,rs76178298,12,10206439,0.000129119,1,CLEC9A
gwas_wgs_prs_7E-4_SNPs,rs67681234,8,122465745,0.000129681,1,-
gwas_wgs_prs_7E-4_SNPs,rs12275748,11,15170235,0.000130043,1,INSC
gwas_wgs_prs_7E-4_SNPs,rs10170021,2,170295503,0.000130888,1,-
gwas_wgs_prs_7E-4_SNPs,rs2510788,4,95438406,0.000131047,1,PDLIM5
gwas_wgs_prs_7E-4_SNPs,rs79705403,1,17901228,0.000131059,1,ARHGEF10L
gwas_wgs_prs_7E-4_SNPs,rs2092644,20,11354221,0.000131614,1,-
gwas_wgs_prs_7E-4_SNPs,rs4807628,19,4747146,0.000132679,1,-
gwas_wgs_prs_7E-4_SNPs,rs4794159,17,48619249,0.000132868,1,EPN3
gwas_wgs_prs_7E-4_SNPs,rs4505773,4,162063065,0.000132922,1,-
gwas_wgs_prs_7E-4_SNPs,rs8055351,16,79025066,0.000132997,1,WWOX
gwas_wgs_prs_7E-4_SNPs,rs112899837,7,78912259,0.000133624,1,MAGI2
gwas_wgs_prs_7E-4_SNPs,rs72705319,14,92309802,0.000135927,1,TC2N
gwas_wgs_prs_7E-4_SNPs,rs2077740,12,130800646,0.000136109,1,-
gwas_wgs_prs_7E-4_SNPs,rs117642669,14,66152034,0.000136246,1,FUT8
gwas_wgs_prs_7E-4_SNPs,rs11870566,17,55471584,0.000137087,1,MSI2
gwas_wgs_prs_7E-4_SNPs,rs10895264,11,102010681,0.000137394,1,YAP1
gwas_wgs_prs_7E-4_SNPs,rs57470828,18,24157605,0.000138146,1,KCTD1
gwas_wgs_prs_7E-4_SNPs,rs78533357,1,242238028,0.000138771,1,-
gwas_wgs_prs_7E-4_SNPs,rs117759707,19,46465331,0.000139172,1,NOVA2
gwas_wgs_prs_7E-4_SNPs,rs12601984,17,31951416,0.00013948,1,RP11-31I22.2
gwas_wgs_prs_7E-4_SNPs,rs690244,3,16435640,0.000139504,1,RFTN1
gwas_wgs_prs_7E-4_SNPs,rs77157627,18,27719532,0.000140025,1,-
gwas_wgs_prs_7E-4_SNPs,rs73182873,3,95142796,0.000140357,1,-
gwas_wgs_prs_7E-4_SNPs,rs2361278,3,36602353,0.000140452,1,-
gwas_wgs_prs_7E-4_SNPs,rs76804660,21,19320423,0.000141584,1,CHODL
gwas_wgs_prs_7E-4_SNPs,rs2121817,3,77509292,0.000143075,1,ROBO2
gwas_wgs_prs_7E-4_SNPs,rs75764565,21,35213437,0.000143555,1,ITSN1
gwas_wgs_prs_7E-4_SNPs,rs115746478,3,178917488,0.000143615,1,PIK3CA
gwas_wgs_prs_7E-4_SNPs,rs142747719,9,28005073,0.000143861,1,LINGO2
gwas_wgs_prs_7E-4_SNPs,rs7645010,3,43776774,0.000144075,1,-
gwas_wgs_prs_7E-4_SNPs,rs146868039,11,726846,0.000144119,1,EPS8L2
gwas_wgs_prs_7E-4_SNPs,rs115730289,5,1316994,0.000144297,1,CLPTM1L
gwas_wgs_prs_7E-4_SNPs,rs115886205,1,163005628,0.00014433,1,-
gwas_wgs_prs_7E-4_SNPs,rs61963184,13,41493124,0.000145654,1,SUGT1P3
gwas_wgs_prs_7E-4_SNPs,rs34226314,11,2571522,0.000145848,1,KCNQ1
gwas_wgs_prs_7E-4_SNPs,rs1416490,1,192160274,0.000147385,1,-
gwas_wgs_prs_7E-4_SNPs,rs7547997,1,158341273,0.000147385,1,-
gwas_wgs_prs_7E-4_SNPs,rs143731718,1,182371754,0.000148604,1,TEDDM1
gwas_wgs_prs_7E-4_SNPs,rs7541956,1,111909048,0.000148941,1,CHIAP3
gwas_wgs_prs_7E-4_SNPs,rs13416703,2,59393147,0.000149226,1,-
gwas_wgs_prs_7E-4_SNPs,rs2130032,7,154550399,0.000149593,1,DPP6
gwas_wgs_prs_7E-4_SNPs,rs138280654,7,32233708,0.000151303,1,PDE1C
gwas_wgs_prs_7E-4_SNPs,rs4834988,4,145478777,0.000151434,1,-
gwas_wgs_prs_7E-4_SNPs,rs12350531,9,116356373,0.000151463,1,RGS3
gwas_wgs_prs_7E-4_SNPs,rs115993706,5,66435720,0.000151579,1,MAST4
gwas_wgs_prs_7E-4_SNPs,rs62156634,2,130660389,0.000151697,1,-
gwas_wgs_prs_7E-4_SNPs,rs6603928,1,205920073,0.00015286,1,-
gwas_wgs_prs_7E-4_SNPs,rs4638092,1,214735146,0.00015301,1,-
gwas_wgs_prs_7E-4_SNPs,rs543112465,1,183790128,0.000154262,1,RGL1
gwas_wgs_prs_7E-4_SNPs,rs77624736,2,122278000,0.000154501,1,CLASP1
gwas_wgs_prs_7E-4_SNPs,rs74385543,11,84694793,0.000155276,1,DLG2
gwas_wgs_prs_7E-4_SNPs,rs112752083,6,74574448,0.0001553,1,-
gwas_wgs_prs_7E-4_SNPs,rs144799532,4,181428276,0.000155372,1,-
gwas_wgs_prs_7E-4_SNPs,rs142891483,1,10227327,0.000155909,1,UBE4B
gwas_wgs_prs_7E-4_SNPs,rs116727451,5,52897831,0.000156,1,NDUFS4
gwas_wgs_prs_7E-4_SNPs,rs7356565,5,164755174,0.000156337,1,-
gwas_wgs_prs_7E-4_SNPs,rs78234315,13,45982795,0.000156469,1,SLC25A30
gwas_wgs_prs_7E-4_SNPs,rs76934544,11,70686675,0.000156917,1,SHANK2
gwas_wgs_prs_7E-4_SNPs,rs116329305,5,53129289,0.000157328,1,-
gwas_wgs_prs_7E-4_SNPs,rs76160568,4,909892,0.000157345,1,GAK
gwas_wgs_prs_7E-4_SNPs,rs7248307,19,45113117,0.00015746,1,IGSF23
gwas_wgs_prs_7E-4_SNPs,rs3742599,14,65411908,0.000157624,1,GPX2
gwas_wgs_prs_7E-4_SNPs,rs10207587,2,230270604,0.000157667,1,DNER
gwas_wgs_prs_7E-4_SNPs,rs31874,5,140369318,0.000157743,1,PCDHAC2
gwas_wgs_prs_7E-4_SNPs,rs10962857,9,17080337,0.000158091,1,RP11-132E11.2
gwas_wgs_prs_7E-4_SNPs,rs1273431,16,8852809,0.000158305,1,ABAT
gwas_wgs_prs_7E-4_SNPs,rs115211834,4,155287863,0.000158505,1,DCHS2
gwas_wgs_prs_7E-4_SNPs,rs73114846,7,53566309,0.000160686,1,-
gwas_wgs_prs_7E-4_SNPs,rs6970647,7,21729754,0.000161003,1,DNAH11
gwas_wgs_prs_7E-4_SNPs,rs138823636,8,53623265,0.000161649,1,RB1CC1
gwas_wgs_prs_7E-4_SNPs,rs2353082,7,72913168,0.000161651,1,BAZ1B
gwas_wgs_prs_7E-4_SNPs,rs11543208,11,67763282,0.000161813,1,UNC93B1
gwas_wgs_prs_7E-4_SNPs,rs76745328,8,17939675,0.000162831,1,ASAH1
gwas_wgs_prs_7E-4_SNPs,rs117462479,21,43340243,0.00016291,1,C2CD2
gwas_wgs_prs_7E-4_SNPs,rs59093775,19,46374037,0.00016454,1,FOXA3
gwas_wgs_prs_7E-4_SNPs,rs6532150,4,90186759,0.000165489,1,GPRIN3
gwas_wgs_prs_7E-4_SNPs,rs72789809,2,33074113,0.000166775,1,LINC00486
gwas_wgs_prs_7E-4_SNPs,rs2209258,6,93825256,0.000167137,1,-
gwas_wgs_prs_7E-4_SNPs,rs145725735,18,77312301,0.000167908,1,-
gwas_wgs_prs_7E-4_SNPs,rs60845940,10,4737171,0.00016819,1,-
gwas_wgs_prs_7E-4_SNPs,rs117324089,17,17679426,0.000168497,1,RAI1
gwas_wgs_prs_7E-4_SNPs,rs61988432,14,91860055,0.000169141,1,CCDC88C
gwas_wgs_prs_7E-4_SNPs,rs181115776,3,187484279,0.000169235,1,-
gwas_wgs_prs_7E-4_SNPs,rs11246332,11,851214,0.000169675,1,TSPAN4
gwas_wgs_prs_7E-4_SNPs,rs71314084,3,161982705,0.000169715,1,-
gwas_wgs_prs_7E-4_SNPs,rs56244040,9,92953458,0.000170484,1,-
gwas_wgs_prs_7E-4_SNPs,rs2526700,1,242019999,0.000170634,1,EXO1
gwas_wgs_prs_7E-4_SNPs,rs1422506,4,181476804,0.00017073,1,-
gwas_wgs_prs_7E-4_SNPs,rs13196624,6,43358663,0.000171123,1,-
gwas_wgs_prs_7E-4_SNPs,rs9323077,14,43799609,0.000171178,1,-
gwas_wgs_prs_7E-4_SNPs,rs80309811,16,6641528,0.000171375,1,RBFOX1
gwas_wgs_prs_7E-4_SNPs,rs148889449,7,105202251,0.000171391,1,RINT1
gwas_wgs_prs_7E-4_SNPs,rs140082948,2,130290030,0.000173276,1,-
gwas_wgs_prs_7E-4_SNPs,rs12665063,6,163274306,0.000173862,1,PACRG
gwas_wgs_prs_7E-4_SNPs,rs2233752,14,58755480,0.000174497,1,AL132989.1
gwas_wgs_prs_7E-4_SNPs,rs11855539,15,80614967,0.000175216,1,LINC00927
gwas_wgs_prs_7E-4_SNPs,rs77581715,9,26479156,0.000175299,1,-
gwas_wgs_prs_7E-4_SNPs,rs10776482,4,38774785,0.000176258,1,TLR10
gwas_wgs_prs_7E-4_SNPs,rs1606814,2,180476998,0.000176541,1,ZNF385B
gwas_wgs_prs_7E-4_SNPs,rs2968504,7,71892870,0.000176861,1,CALN1
gwas_wgs_prs_7E-4_SNPs,rs2080252,14,73341907,0.000177497,1,DPF3
gwas_wgs_prs_7E-4_SNPs,rs115442768,5,63615309,0.000177544,1,RNF180
gwas_wgs_prs_7E-4_SNPs,rs150232473,17,74138785,0.00017954,1,RNF157
gwas_wgs_prs_7E-4_SNPs,rs28703652,16,88620640,0.000179789,1,-
gwas_wgs_prs_7E-4_SNPs,rs61546266,2,121102534,0.000180391,1,INHBB
gwas_wgs_prs_7E-4_SNPs,rs11080077,17,27452936,0.00018042,1,MYO18A
gwas_wgs_prs_7E-4_SNPs,rs12427108,12,118257915,0.000180822,1,KSR2
gwas_wgs_prs_7E-4_SNPs,rs10464979,8,135960520,0.000181241,1,-
gwas_wgs_prs_7E-4_SNPs,rs7616756,3,139076974,0.000182623,1,COPB2
gwas_wgs_prs_7E-4_SNPs,rs12402006,1,150869829,0.00018336,1,-
gwas_wgs_prs_7E-4_SNPs,rs76197235,5,61311946,0.000183922,1,-
gwas_wgs_prs_7E-4_SNPs,rs12451543,17,74853368,0.000184826,1,LINC00868
gwas_wgs_prs_7E-4_SNPs,rs141178967,14,65678858,0.000184937,1,CTD-2509G16.2
gwas_wgs_prs_7E-4_SNPs,rs4245248,18,45587497,0.000185346,1,ZBTB7C
gwas_wgs_prs_7E-4_SNPs,rs143555750,17,74999561,0.000186034,1,-
gwas_wgs_prs_7E-4_SNPs,rs56151241,2,7388544,0.000186748,1,-
